설(상)치 장소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
" 경상북도 구미시 산동읍 신당4로 56, 110동  옥상(신당리, 쌍용예가더파크) ","경상북도 구미시 산동읍 신당4로 56, 110동  옥상(신당리, 쌍용예가더파크) ",128.4276853,36.1606878,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당4로 56,경상북도 구미시 산동읍 신당리 1790,39460,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1451 킹콩빌딩,경상북도 구미시 산동읍 신당리 1451 킹콩빌딩,128.4335242,36.1553312,정좌표,4.72E+18,구주소,경상북도 구미시 산동읍 신당1로1길 17-3,경상북도 구미시 산동읍 신당리 1451,39464,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1478,경상북도 구미시 산동읍 신당리 1478,128.43316,36.157811,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1478,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1478번지,경상북도 구미시 산동읍 신당리 1478번지,128.43316,36.157811,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1478,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1478번지 ,경상북도 구미시 산동읍 신당리 1478번지 ,128.43316,36.157811,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1478,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1694(나대지) ,경상북도 구미시 산동읍 신당리 1694(나대지) ,128.4345422,36.1625828,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1694,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1694번지 ,경상북도 구미시 산동읍 신당리 1694번지 ,128.4345422,36.1625828,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1694,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1696 (나대지),경상북도 구미시 산동읍 신당리 1696 (나대지),128.4348462,36.159265,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1696,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1696(나대지),경상북도 구미시 산동읍 신당리 1696(나대지),128.4348462,36.159265,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1696,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1696(산동고등도로나대지),경상북도 구미시 산동읍 신당리 1696(산동고등도로나대지),128.4348462,36.159265,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1696,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1696번지 ,경상북도 구미시 산동읍 신당리 1696번지 ,128.4348462,36.159265,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1696,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1697 (나대지),경상북도 구미시 산동읍 신당리 1697 (나대지),128.4350505,36.1560016,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1697,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1796번지 ,경상북도 구미시 산동읍 신당리 1796번지 ,128.429859,36.1577959,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1796,39460,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1799번지 ,경상북도 구미시 산동읍 신당리 1799번지 ,128.4298305,36.1607071,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1799,39460,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1800,경상북도 구미시 산동읍 신당리 1800,128.4258775,36.1613972,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1800,39460,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 1800 (나대지) ,경상북도 구미시 산동읍 신당리 1800 (나대지) ,128.4258775,36.1613972,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 1800,39460,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 289-3 (나대지) ,경상북도 구미시 산동읍 신당리 289-3 (나대지) ,128.4346692,36.1654484,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 289-3,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 289-3번지,경상북도 구미시 산동읍 신당리 289-3번지,128.4346692,36.1654484,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 289-3,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 372-1번지 ,경상북도 구미시 산동읍 신당리 372-1번지 ,128.4324873,36.1628246,인근좌표,47190,구주소,,경상북도 구미시 산동읍 신당리 372-1,NULL,4719025600,산동읍,4719025625,산동읍 신당리
경상북도 구미시 산동읍 신당리 산81-1번지 ,경상북도 구미시 산동읍 신당리 산81-1번지 ,128.425472,36.1562884,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 신당리 산81-1,NULL,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당인덕1로 134, (인덕리) ","경상북도 구미시 산동읍 신당인덕1로 134, (인덕리) ",128.4412974,36.1621255,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 134,경상북도 구미시 산동읍 인덕리 743-1,39164,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕1로 134, 일반건물  (인덕리) ","경상북도 구미시 산동읍 신당인덕1로 134, 일반건물  (인덕리) ",128.4412974,36.1621255,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 134,경상북도 구미시 산동읍 인덕리 743-1,39164,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕1로 135, (인덕리, 구미중흥에스클래스에코시티) ","경상북도 구미시 산동읍 신당인덕1로 135, (인덕리, 구미중흥에스클래스에코시티) ",128.440818,36.1638487,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 135,경상북도 구미시 산동읍 인덕리 1107,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕1로 135, (인덕리, 구미중흥에스클래스에코시티) ","경상북도 구미시 산동읍 신당인덕1로 135, (인덕리, 구미중흥에스클래스에코시티) ",128.440818,36.1638487,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 135,경상북도 구미시 산동읍 인덕리 1107,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕1로 135, (인덕리, 구미중흥에스클래스에코시티) ","경상북도 구미시 산동읍 신당인덕1로 135, (인덕리, 구미중흥에스클래스에코시티) ",128.440818,36.1638487,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 135,경상북도 구미시 산동읍 인덕리 1107,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕1로 135, (인덕리, 구미중흥에스클래스에코시티) ","경상북도 구미시 산동읍 신당인덕1로 135, (인덕리, 구미중흥에스클래스에코시티) ",128.440818,36.1638487,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 135,경상북도 구미시 산동읍 인덕리 1107,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕1로 135, 1011동  화단(인덕리, 구미중흥에스클래스에코시티) ","경상북도 구미시 산동읍 신당인덕1로 135, 1011동  화단(인덕리, 구미중흥에스클래스에코시티) ",128.440818,36.1638487,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 135,경상북도 구미시 산동읍 인덕리 1107,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕1로 135, 1013동  (인덕리, 구미중흥에스클래스에코시티) ","경상북도 구미시 산동읍 신당인덕1로 135, 1013동  (인덕리, 구미중흥에스클래스에코시티) ",128.4404955,36.1638229,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당인덕1로 135,경상북도 구미시 산동읍 인덕리 1107,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕1로 73, 일반  (신당리) ","경상북도 구미시 산동읍 신당인덕1로 73, 일반  (신당리) ",128.4391709,36.1574917,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 73,경상북도 구미시 산동읍 신당리 1605,39462,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당인덕1로1길 30, (신당리) ","경상북도 구미시 산동읍 신당인덕1로1길 30, (신당리) ",128.4358054,36.1558457,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로1길 30,경상북도 구미시 산동읍 신당리 1560,39462,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당인덕3로 1, (인덕리, 우미린풀하우스) ","경상북도 구미시 산동읍 신당인덕3로 1, (인덕리, 우미린풀하우스) ",128.4362987,36.1626485,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕3로 1,경상북도 구미시 산동읍 인덕리 1102,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 1, 107동  분전반(인덕리, 우미린풀하우스) ","경상북도 구미시 산동읍 신당인덕3로 1, 107동  분전반(인덕리, 우미린풀하우스) ",128.4362987,36.1626485,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕3로 1,경상북도 구미시 산동읍 인덕리 1102,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 1, 108동  분전반(인덕리, 우미린풀하우스) ","경상북도 구미시 산동읍 신당인덕3로 1, 108동  분전반(인덕리, 우미린풀하우스) ",128.4362987,36.1626485,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕3로 1,경상북도 구미시 산동읍 인덕리 1102,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 1, 110동  분전반(인덕리, 우미린풀하우스) ","경상북도 구미시 산동읍 신당인덕3로 1, 110동  분전반(인덕리, 우미린풀하우스) ",128.4362987,36.1626485,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕3로 1,경상북도 구미시 산동읍 인덕리 1102,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, (인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, (인덕리) ",128.4382341,36.1589102,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, (인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, (인덕리) ",128.4382341,36.1589102,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, 라인공동구안 3014동 1층 1호 B 2(인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, 라인공동구안 3014동 1층 1호 B 2(인덕리) ",128.4373729,36.1599498,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스  (인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스  (인덕리) ",128.4382341,36.1589102,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3002동  옥상(인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3002동  옥상(인덕리) ",128.4378191,36.1582357,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3005동  옥상(인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3005동  옥상(인덕리) ",128.4383205,36.1584682,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3008동  옥상(인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3008동  옥상(인덕리) ",128.4380663,36.1587215,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3013동  옥상(인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3013동  옥상(인덕리) ",128.4382801,36.1591894,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3017동  옥상(인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3017동  옥상(인덕리) ",128.4380593,36.1594606,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3018동  옥상(인덕리) ","경상북도 구미시 산동읍 신당인덕3로 16, 중흥S클래스 3018동  옥상(인덕리) ",128.4379706,36.159497,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당인덕3로 16,경상북도 구미시 산동읍 인덕리 1116,39462,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동읍 인덕리 1065-8번지 ,경상북도 구미시 산동읍 인덕리 1065-8번지 ,128.4449929,36.1630942,인근좌표,47190,구주소,,경상북도 구미시 산동읍 인덕리 1065-8,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동읍 인덕리 1128 (나대지) ,경상북도 구미시 산동읍 인덕리 1128 (나대지) ,128.4372131,36.1611941,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 인덕리 1128,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동읍 인덕리 1128번지,경상북도 구미시 산동읍 인덕리 1128번지,128.4372131,36.1611941,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 인덕리 1128,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동읍 인덕리 1128번지 ,경상북도 구미시 산동읍 인덕리 1128번지 ,128.4372131,36.1611941,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 인덕리 1128,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동읍 인덕리 1129(나대지) ,경상북도 구미시 산동읍 인덕리 1129(나대지) ,128.4394283,36.1598161,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 인덕리 1129,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동읍 인덕리 1129번지 ,경상북도 구미시 산동읍 인덕리 1129번지 ,128.4394283,36.1598161,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 인덕리 1129,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동읍 첨단기업7로 59-21, 아바텍 B동  (신당리) ","경상북도 구미시 산동읍 첨단기업7로 59-21, 아바텍 B동  (신당리) ",128.4374929,36.1535322,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 첨단기업7로  59-21,경상북도 구미시 산동읍,NULL,4719025600,산동읍,4719025600,산동읍
" 경상북도 구미시 산동읍 해마루공원로 345, 구미농협하나로마트  동(신당리) ","경상북도 구미시 산동읍 해마루공원로 345, 구미농협하나로마트  동(신당리) ",128.4334714,36.1639026,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 해마루공원로 345,경상북도 구미시 산동읍 신당리 1713,39460,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 해마루공원로 345, 동구미농협하나로마트  (신당리) ","경상북도 구미시 산동읍 해마루공원로 345, 동구미농협하나로마트  (신당리) ",128.4334714,36.1639026,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 해마루공원로 345,경상북도 구미시 산동읍 신당리 1713,39460,4719025600,산동읍,4719025625,산동읍 신당리
